City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
ALBURY,SYDNEY,30682,11478,296,79.8,452,5188056,6501323,14383,1984,1
ALBURY,SYDNEY,30713,9590,276,68.2,452,4334680,6355836,14062,1984,2
ALBURY,SYDNEY,30742,10462,294,70.5,452,4728824,6707552,14840,1984,3
ALBURY,SYDNEY,30773,9366,243,77.2,452,4233432,5483720,12132,1984,4
ALBURY,SYDNEY,30803,10110,245,76.9,452,4569720,5942419,13147,1984,5
ALBURY,SYDNEY,30834,9241,246,72.1,452,4176932,5793248,12817,1984,6
ALBURY,SYDNEY,30864,8375,184,79.1,452,3785500,4785714,10588,1984,7
ALBURY,SYDNEY,30895,9686,193,84.8,452,4378072,5162821,11422,1984,8
ALBURY,SYDNEY,30926,9464,191,84.8,452,4277728,5044491,11160,1984,9
ALBURY,SYDNEY,30956,9610,185,84.3,452,4343720,5152693,11400,1984,10
ALBURY,SYDNEY,30987,10320,189,78.7,452,4664640,5927116,13113,1984,11
ALBURY,SYDNEY,31017,10929,192,81.4,452,4939908,6068683,13426,1984,12
ALBURY,SYDNEY,31048,11133,191,83.9,452,5032116,5997754,13269,1985,1
ALBURY,SYDNEY,31079,9954,173,81.8,452,4499208,5500254,12169,1985,2
ALBURY,SYDNEY,31107,11701,194,86.3,452,5288852,6128450,13559,1985,3
ALBURY,SYDNEY,31138,11251,192,84.2,452,5085452,6039729,13362,1985,4
ALBURY,SYDNEY,31168,12049,214,82.8,452,5446148,6577473,14552,1985,5
ALBURY,SYDNEY,31199,11515,218,79.2,452,5204780,6571692,14539,1985,6
ALBURY,SYDNEY,31229,9652,192,77,452,4362704,5665849,12535,1985,7
ALBURY,SYDNEY,31260,13684,271,82.2,452,6185168,7524535,16647,1985,8
ALBURY,SYDNEY,31291,14121,327,76.3,452,6382692,8365258,18507,1985,9
ALBURY,SYDNEY,31321,14791,364,74.5,452,6685532,8973868,19854,1985,10
ALBURY,SYDNEY,31352,12973,314,75.8,452,5863796,7735879,17115,1985,11
ALBURY,SYDNEY,31382,14616,362,72.1,452,6606432,9162874,20272,1985,12
ALBURY,SYDNEY,31413,15558,354,78.1,452,7032216,9004118,19921,1986,1
ALBURY,SYDNEY,31444,12408,310,72.1,452,5608416,7778663,17209,1986,2
ALBURY,SYDNEY,31472,14369,326,75.7,452,6494788,8579641,18982,1986,3
ALBURY,SYDNEY,31503,13677,312,75.9,452,6182004,8144933,18020,1986,4
ALBURY,SYDNEY,31533,12980,274,78.6,452,5866960,7464326,16514,1986,5
ALBURY,SYDNEY,31564,11788,273,72.6,452,5328176,7339085,16237,1986,6
ALBURY,SYDNEY,31594,12543,268,77.2,452,5669436,7343829,16247,1986,7
ALBURY,SYDNEY,31625,14595,292,82.6,452,6596940,7986610,17669,1986,8
ALBURY,SYDNEY,31656,13713,273,82.8,452,6198276,7485841,16562,1986,9
ALBURY,SYDNEY,31686,13876,300,77.5,452,6271952,8092841,17905,1986,10
ALBURY,SYDNEY,31717,11773,289,67.5,452,5321396,7883550,17441,1986,11
ALBURY,SYDNEY,31747,11685,274,68.5,452,5281620,7710394,17058,1986,12
ALBURY,SYDNEY,31778,11707,259,73.6,452,5291564,7189625,15906,1987,1
ALBURY,SYDNEY,31809,10418,248,68.6,452,4708936,6864338,15187,1987,2
ALBURY,SYDNEY,31837,13127,287,74.5,452,5933404,7964301,17620,1987,3
ALBURY,SYDNEY,31868,13510,289,77.3,452,6106520,7899767,17477,1987,4
ALBURY,SYDNEY,31898,12654,289,72.2,452,5719608,7921895,17526,1987,5
ALBURY,SYDNEY,31929,11641,263,71.7,452,5261732,7338538,16236,1987,6
ALBURY,SYDNEY,31959,12895,281,78.3,452,5828540,7443857,16469,1987,7
ALBURY,SYDNEY,31990,13363,293,79.6,452,6040076,7588035,16788,1987,8
ALBURY,SYDNEY,32021,12712,287,80.6,452,5745824,7128814,15772,1987,9
ALBURY,SYDNEY,32051,13232,333,72.9,452,5980864,8204203,18151,1987,10
ALBURY,SYDNEY,32082,11431,291,70.4,452,5166812,7339222,16237,1987,11
ALBURY,SYDNEY,32112,10463,257,71.4,452,4729276,6623636,14654,1987,12
ALBURY,SYDNEY,32143,9477,211,75.9,452,4283604,5643747,12486,1988,1
ALBURY,SYDNEY,32174,9097,219,69.7,452,4111844,5899346,13052,1988,2
ALBURY,SYDNEY,32203,11387,255,77.2,452,5146924,6667000,14750,1988,3
ALBURY,SYDNEY,32234,10569,230,74.9,452,4777188,6378088,14111,1988,4
ALBURY,SYDNEY,32264,10026,226,72.9,452,4531752,6216395,13753,1988,5
ALBURY,SYDNEY,32295,8754,225,68.9,452,3956808,5742827,12705,1988,6
ALBURY,SYDNEY,32325,10404,254,75.7,452,4702608,6212164,13744,1988,7
ALBURY,SYDNEY,32356,10435,260,72.2,452,4716620,6532715,14453,1988,8
ALBURY,SYDNEY,32387,11201,257,79.7,452,5062852,6352386,14054,1988,9
ALBURY,SYDNEY,32417,11181,256,79,452,5053812,6397230,14153,1988,10
ALBURY,SYDNEY,32448,7830,228,65.1,452,3539160,5436498,12028,1988,11
ALBURY,SYDNEY,32478,8202,238,64.7,452,3707304,5729991,12677,1988,12
ALBURY,SYDNEY,32509,7517,228,59.5,452,3397684,5710393,12634,1989,1
ALBURY,SYDNEY,32540,7306,203,65,452,3302312,5080480,11240,1989,2
ALBURY,SYDNEY,32568,9643,237,73.3,452,4358636,5946297,13156,1989,3
ALBURY,SYDNEY,32599,7232,203,65.7,452,3268864,4975440,11008,1989,4
ALBURY,SYDNEY,32629,7060,206,63.1,452,3191120,5057242,11189,1989,5
ALBURY,SYDNEY,32660,7361,202,66.1,452,3327172,5033543,11136,1989,6
ALBURY,SYDNEY,32690,9246,229,72.3,452,4179192,5780349,12788,1989,7
ALBURY,SYDNEY,32721,5708,156,66.1,452,2580016,3903201,8635,1989,8
ALBURY,SYDNEY,32813,986,40,48.3,452,445672,922716,2041,1989,11
ALBURY,SYDNEY,32843,1885,76,46.9,452,852020,1816674,4019,1989,12
ALBURY,SYDNEY,32874,2141,62,63.3,452,967732,1528803,3382,1990,1
ALBURY,SYDNEY,32905,2469,68,66.4,452,1115988,1680705,3718,1990,2
ALBURY,SYDNEY,32933,2775,80,64.5,452,1254300,1944651,4302,1990,3
ALBURY,SYDNEY,32964,3276,111,65.2,452,1480752,2271092,5025,1990,4
ALBURY,SYDNEY,32994,4033,192,54.6,452,1822916,3338674,7386,1990,5
ALBURY,SYDNEY,33025,4377,240,48.2,452,1978404,4104573,9081,1990,6
ALBURY,SYDNEY,33055,5705,321,49.5,452,2578660,5209414,11525,1990,7
ALBURY,SYDNEY,33086,5449,258,57.4,452,2462948,4290850,9493,1990,8
ALBURY,SYDNEY,33117,6177,249,63.5,452,2792004,4396857,9728,1990,9
ALBURY,SYDNEY,33147,6455,302,53.4,452,2917660,5463783,12088,1990,10
ALBURY,SYDNEY,33178,5416,263,48.4,452,2448032,5057917,11190,1990,11
ALBURY,SYDNEY,33208,5629,266,49.2,452,2544308,5171358,11441,1990,12
ALBURY,SYDNEY,33239,4199,232,43,452,1897948,4413833,9765,1991,1
ALBURY,SYDNEY,33270,4663,247,44.8,452,2107676,4704634,10408,1991,2
ALBURY,SYDNEY,33298,4343,219,48,452,1963036,4089658,9048,1991,3
ALBURY,SYDNEY,33329,5686,252,55.6,452,2570072,4622432,10227,1991,4
ALBURY,SYDNEY,33359,4978,225,51.9,452,2250056,4335368,9592,1991,5
ALBURY,SYDNEY,33390,4632,211,52,452,2093664,4026277,8908,1991,6
ALBURY,SYDNEY,33420,6785,274,59.6,452,3066820,5145671,11384,1991,7
ALBURY,SYDNEY,33451,6223,241,62.1,452,2812796,4529462,10021,1991,8
ALBURY,SYDNEY,33482,6241,229,65.2,452,2820932,4326583,9572,1991,9
ALBURY,SYDNEY,33512,7710,271,69.3,452,3484920,5028745,11126,1991,10
ALBURY,SYDNEY,33543,6562,224,70.2,452,2966024,4225105,9348,1991,11
ALBURY,SYDNEY,33573,5560,203,64.3,452,2513120,3908429,8647,1991,12
ALBURY,SYDNEY,33604,4397,171,65.3,452,1987444,3043559,6734,1992,1
ALBURY,SYDNEY,33635,5701,218,59.8,452,2576852,4309117,9533,1992,2
ALBURY,SYDNEY,33664,5796,249,56.3,452,2619792,4653272,10295,1992,3
ALBURY,SYDNEY,33695,6428,220,66,452,2905456,4402206,9739,1992,4
ALBURY,SYDNEY,33725,5858,229,60.5,452,2647816,4376555,9683,1992,5
ALBURY,SYDNEY,33756,5613,235,58,452,2537076,4374269,9678,1992,6
ALBURY,SYDNEY,33786,6749,253,63.3,452,3050548,4819191,10662,1992,7
ALBURY,SYDNEY,33817,5947,228,62.6,452,2688044,4294000,9500,1992,8
ALBURY,SYDNEY,33848,6544,245,63.2,452,2957888,4680203,10354,1992,9
ALBURY,SYDNEY,33878,6931,266,62.9,452,3132812,4980623,11019,1992,10
ALBURY,SYDNEY,33909,6069,235,60.2,452,2743188,4556791,10081,1992,11
ALBURY,SYDNEY,33939,5106,212,58,452,2307912,3979159,8803,1992,12
ALBURY,SYDNEY,33970,3196,121,66.1,452,1444592,2185464,4835,1993,1
ALBURY,SYDNEY,34001,5454,191,68.4,452,2465208,3604105,7974,1993,2
ALBURY,SYDNEY,34029,6563,245,64.1,452,2966476,4627888,10239,1993,3
ALBURY,SYDNEY,34060,6700,243,67.5,452,3028400,4486519,9926,1993,4
ALBURY,SYDNEY,34090,5832,222,63.6,452,2636064,4144755,9170,1993,5
ALBURY,SYDNEY,34121,6494,256,61.8,452,2935288,4749657,10508,1993,6
ALBURY,SYDNEY,34151,7436,258,71.7,452,3361072,4687688,10371,1993,7
ALBURY,SYDNEY,34182,7940,257,77.4,452,3588880,4636796,10258,1993,8
ALBURY,SYDNEY,34213,8069,262,76.6,452,3647188,4761342,10534,1993,9
ALBURY,SYDNEY,34243,8463,269,78.9,452,3825276,4848259,10726,1993,10
ALBURY,SYDNEY,34274,7066,233,69.3,452,3193832,4608704,10196,1993,11
ALBURY,SYDNEY,34304,6280,206,76.6,452,2838560,3705692,8198,1993,12
ALBURY,SYDNEY,34335,5248,199,70.3,452,2372096,3374248,7465,1994,1
ALBURY,SYDNEY,34366,7307,236,73.7,452,3302764,4481362,9915,1994,2
ALBURY,SYDNEY,34394,9216,286,77.7,452,4165632,5361174,11861,1994,3
ALBURY,SYDNEY,34425,9066,291,76.7,452,4097832,5342675,11820,1994,4
ALBURY,SYDNEY,34455,8316,281,71.2,452,3758832,5279258,11680,1994,5
ALBURY,SYDNEY,34486,9265,307,71,452,4187780,5898282,13049,1994,6
ADELAIDE,ALICE SPRINGS,30682,15743,143,81.8,1316,20717788,25327369,19246,1984,1
ADELAIDE,ALICE SPRINGS,30713,9863,91,78.4,1316,12979708,16555750,12580,1984,2
ADELAIDE,ALICE SPRINGS,30742,11142,118,71.4,1316,14662872,20536235,15605,1984,3
ADELAIDE,ALICE SPRINGS,30773,12809,123,77.9,1316,16856644,21638824,16443,1984,4
ADELAIDE,ALICE SPRINGS,30803,14490,135,77.2,1316,19068840,24700570,18769,1984,5
ADELAIDE,ALICE SPRINGS,30834,11888,124,73.6,1316,15644608,21256261,16152,1984,6
ADELAIDE,ALICE SPRINGS,30864,14116,131,80.4,1316,18576656,23105294,17557,1984,7
ADELAIDE,ALICE SPRINGS,30895,15433,135,83.7,1316,20309828,24265027,18438,1984,8
ADELAIDE,ALICE SPRINGS,30926,13601,125,79.5,1316,17898916,22514360,17108,1984,9
ADELAIDE,ALICE SPRINGS,30956,12518,129,74.3,1316,16473688,22171855,16848,1984,10
ADELAIDE,ALICE SPRINGS,30987,11882,114,76.4,1316,15636712,20466901,15552,1984,11
ADELAIDE,ALICE SPRINGS,31017,10760,106,74.7,1316,14160160,18956037,14404,1984,12
ADELAIDE,ALICE SPRINGS,31048,13321,126,75.8,1316,17530436,23127224,17574,1985,1
ADELAIDE,ALICE SPRINGS,31079,10096,110,69.1,1316,13286336,19227693,14611,1985,2
ADELAIDE,ALICE SPRINGS,31107,12237,124,71.7,1316,16103892,22460100,17067,1985,3
ADELAIDE,ALICE SPRINGS,31138,13287,123,80.6,1316,17485692,21694407,16485,1985,4
ADELAIDE,ALICE SPRINGS,31168,13926,125,80.9,1316,18326616,22653419,17214,1985,5
ADELAIDE,ALICE SPRINGS,31199,13085,123,80.2,1316,17219860,21471147,16315,1985,6
ADELAIDE,ALICE SPRINGS,31229,14767,129,80,1316,19433372,24291715,18459,1985,7
ADELAIDE,ALICE SPRINGS,31260,16496,134,84.8,1316,21708736,25599925,19453,1985,8
ADELAIDE,ALICE SPRINGS,31291,14614,123,80.6,1316,19232024,23861072,18132,1985,9
ADELAIDE,ALICE SPRINGS,31321,13710,125,76.3,1316,18042360,23646606,17969,1985,10
ADELAIDE,ALICE SPRINGS,31352,12750,121,72.5,1316,16779000,23143448,17586,1985,11
ADELAIDE,ALICE SPRINGS,31382,13408,131,69.5,1316,17644928,25388386,19292,1985,12
ADELAIDE,ALICE SPRINGS,31413,14493,129,77.7,1316,19072788,24546703,18653,1986,1
ADELAIDE,ALICE SPRINGS,31444,11329,106,76.5,1316,14908964,19488842,14809,1986,2
ADELAIDE,ALICE SPRINGS,31472,14462,127,79.1,1316,19031992,24060673,18283,1986,3
ADELAIDE,ALICE SPRINGS,31503,15058,124,83.8,1316,19816328,23647169,17969,1986,4
ADELAIDE,ALICE SPRINGS,31533,16465,123,85.6,1316,21667940,25313014,19235,1986,5
ADELAIDE,ALICE SPRINGS,31564,14690,120,81.6,1316,19332040,23691225,18002,1986,6
ADELAIDE,ALICE SPRINGS,31594,16336,127,84.1,1316,21498176,25562635,19424,1986,7
ADELAIDE,ALICE SPRINGS,31625,17680,126,87.6,1316,23266880,26560365,20183,1986,8
ADELAIDE,ALICE SPRINGS,31656,15236,121,83.9,1316,20050576,23898184,18160,1986,9
ADELAIDE,ALICE SPRINGS,31686,14899,126,79.2,1316,19607084,24756419,18812,1986,10
ADELAIDE,ALICE SPRINGS,31717,14678,124,80.3,1316,19316248,24055103,18279,1986,11
ADELAIDE,ALICE SPRINGS,31747,14313,127,73.2,1316,18835908,25732115,19553,1986,12
ADELAIDE,ALICE SPRINGS,31778,16458,130,84.5,1316,21658728,25631631,19477,1987,1
ADELAIDE,ALICE SPRINGS,31809,11917,113,75.7,1316,15682772,20717004,15742,1987,2
ADELAIDE,ALICE SPRINGS,31837,14212,128,80.3,1316,18702992,23291397,17699,1987,3
ADELAIDE,ALICE SPRINGS,31868,15262,128,83.4,1316,20084792,24082484,18300,1987,4
ADELAIDE,ALICE SPRINGS,31898,13187,130,75.8,1316,17354092,22894580,17397,1987,5
ADELAIDE,ALICE SPRINGS,31929,13070,127,76.8,1316,17200120,22395990,17018,1987,6
ADELAIDE,ALICE SPRINGS,31959,18510,136,89.4,1316,24359160,27247383,20705,1987,7
ADELAIDE,ALICE SPRINGS,31990,16077,129,88.6,1316,21157332,23879607,18146,1987,8
ADELAIDE,ALICE SPRINGS,32021,14951,127,83.4,1316,19675516,23591746,17927,1987,9
ADELAIDE,ALICE SPRINGS,32051,15780,132,81.5,1316,20766480,25480344,19362,1987,10
ADELAIDE,ALICE SPRINGS,32082,14495,125,83.6,1316,19075420,22817488,17339,1987,11
ADELAIDE,ALICE SPRINGS,32112,14890,128,80,1316,19595240,24494050,18613,1987,12
ADELAIDE,ALICE SPRINGS,32143,15900,130,87.9,1316,20924400,23804778,18089,1988,1
ADELAIDE,ALICE SPRINGS,32174,12626,116,85.7,1316,16615816,19388350,14733,1988,2
ADELAIDE,ALICE SPRINGS,32203,14585,126,89,1316,19193860,21566135,16388,1988,3
ADELAIDE,ALICE SPRINGS,32234,14706,127,87.8,1316,19353096,22042251,16749,1988,4
ADELAIDE,ALICE SPRINGS,32264,14061,128,83.3,1316,18504276,22214017,16880,1988,5
ADELAIDE,ALICE SPRINGS,32295,14201,121,88.6,1316,18688516,21093133,16028,1988,6
ADELAIDE,ALICE SPRINGS,32325,18540,140,93.7,1316,24398640,26039104,19787,1988,7
ADELAIDE,ALICE SPRINGS,32356,16126,127,91.3,1316,21221816,23244048,17663,1988,8
ADELAIDE,ALICE SPRINGS,32387,16512,128,92.8,1316,21729792,23415724,17793,1988,9
ADELAIDE,ALICE SPRINGS,32417,16171,127,90.5,1316,21281036,23514957,17869,1988,10
ADELAIDE,ALICE SPRINGS,32448,13167,123,84.8,1316,17327772,20433693,15527,1988,11
ADELAIDE,ALICE SPRINGS,32478,14547,131,78.8,1316,19143852,24294228,18461,1988,12
ADELAIDE,ALICE SPRINGS,32509,15440,129,84.9,1316,20319040,23932909,18186,1989,1
ADELAIDE,ALICE SPRINGS,32540,11338,113,86.6,1316,14920808,17229570,13092,1989,2
ADELAIDE,ALICE SPRINGS,32568,14280,131,88.8,1316,18792480,21162703,16081,1989,3
ADELAIDE,ALICE SPRINGS,32599,14356,133,80.6,1316,18892496,23439821,17811,1989,4
ADELAIDE,ALICE SPRINGS,32629,12508,135,70.6,1316,16460528,23315195,17717,1989,5
ADELAIDE,ALICE SPRINGS,32660,15144,134,82.7,1316,19929504,24098554,18312,1989,6
ADELAIDE,ALICE SPRINGS,32690,20426,156,80,1316,26880616,33600770,25533,1989,7
ADELAIDE,ALICE SPRINGS,32721,12237,106,78.1,1316,16103892,20619580,15668,1989,8
ADELAIDE,ALICE SPRINGS,32752,846,14,59.5,1316,1113336,1871153,1422,1989,9
ADELAIDE,ALICE SPRINGS,32782,3438,52,69.7,1316,4524408,6491260,4933,1989,10
ADELAIDE,ALICE SPRINGS,32813,6771,94,68.6,1316,8910636,12989265,9870,1989,11
ADELAIDE,ALICE SPRINGS,32843,8788,108,75.5,1316,11565008,15317891,11640,1989,12
ADELAIDE,ALICE SPRINGS,32874,11217,103,79.5,1316,14761572,18568015,14109,1990,1
ADELAIDE,ALICE SPRINGS,32905,10160,101,71.9,1316,13370560,18596050,14131,1990,2
ADELAIDE,ALICE SPRINGS,32933,12972,126,77.4,1316,17071152,22055752,16760,1990,3
ADELAIDE,ALICE SPRINGS,32964,14188,128,88.6,1316,18671408,21073824,16014,1990,4
ADELAIDE,ALICE SPRINGS,32994,13526,124,78.5,1316,17800216,22675434,17231,1990,5
ADELAIDE,ALICE SPRINGS,33025,13794,121,82.2,1316,18152904,22083825,16781,1990,6
ADELAIDE,ALICE SPRINGS,33055,18347,129,81.7,1316,24144652,29552818,22457,1990,7
ADELAIDE,ALICE SPRINGS,33086,17161,129,75.7,1316,22583876,29833390,22670,1990,8
ADELAIDE,ALICE SPRINGS,33117,15955,116,78.8,1316,20996780,26645660,20247,1990,9
ADELAIDE,ALICE SPRINGS,33147,17204,129,76.1,1316,22640464,29750938,22607,1990,10
ADELAIDE,ALICE SPRINGS,33178,15155,130,70.8,1316,19943980,28169463,21405,1990,11
ADELAIDE,ALICE SPRINGS,33208,15913,133,71.9,1316,20941508,29125880,22132,1990,12
ADELAIDE,ALICE SPRINGS,33239,18649,135,81,1316,24542084,30298869,23023,1991,1
ADELAIDE,ALICE SPRINGS,33270,13199,119,68.6,1316,17369884,25320531,19241,1991,2
ADELAIDE,ALICE SPRINGS,33298,15167,125,72.5,1316,19959772,27530720,20920,1991,3
ADELAIDE,ALICE SPRINGS,33329,16666,123,81.9,1316,21932456,26779556,20349,1991,4
ADELAIDE,ALICE SPRINGS,33359,16040,130,75.1,1316,21108640,28107377,21358,1991,5
ADELAIDE,ALICE SPRINGS,33390,10635,124,73.2,1316,13995660,19119754,14529,1991,6
ADELAIDE,ALICE SPRINGS,33420,13006,129,86.6,1316,17115896,19764314,15018,1991,7
ADELAIDE,ALICE SPRINGS,33451,11206,129,78.7,1316,14747096,18738368,14239,1991,8
ADELAIDE,ALICE SPRINGS,33482,11471,124,85.5,1316,15095836,17655949,13416,1991,9
ADELAIDE,ALICE SPRINGS,33512,11988,131,84.1,1316,15776208,18758868,14254,1991,10
ADELAIDE,ALICE SPRINGS,33543,10176,124,74.9,1316,13391616,17879327,13586,1991,11
ADELAIDE,ALICE SPRINGS,33573,10758,127,77,1316,14157528,18386400,13971,1991,12
ADELAIDE,ALICE SPRINGS,33604,11920,128,87.3,1316,15686720,17968751,13654,1992,1
ADELAIDE,ALICE SPRINGS,33635,10151,116,81.9,1316,13358716,16311009,12394,1992,2
ADELAIDE,ALICE SPRINGS,33664,10776,125,80,1316,14181216,17726520,13470,1992,3
ADELAIDE,ALICE SPRINGS,33695,12464,125,81.3,1316,16402624,20175429,15331,1992,4
ADELAIDE,ALICE SPRINGS,33725,11743,128,77.1,1316,15453788,20043824,15231,1992,5
ADELAIDE,ALICE SPRINGS,33756,11529,121,80,1316,15172164,18965205,14411,1992,6
ADELAIDE,ALICE SPRINGS,33786,14105,134,89.4,1316,18562180,20763065,15777,1992,7
ADELAIDE,ALICE SPRINGS,33817,12474,130,82.7,1316,16415784,19849799,15083,1992,8
ADELAIDE,ALICE SPRINGS,33848,11309,124,81.4,1316,14882644,18283346,13893,1992,9
ADELAIDE,ALICE SPRINGS,33878,13217,131,87.7,1316,17393572,19833035,15071,1992,10
ADELAIDE,ALICE SPRINGS,33909,12076,120,86.2,1316,15892016,18436213,14009,1992,11
ADELAIDE,ALICE SPRINGS,33939,12409,124,85.6,1316,16330244,19077388,14496,1992,12
ADELAIDE,ALICE SPRINGS,33970,12683,124,87.9,1316,16690828,18988428,14429,1993,1
ADELAIDE,ALICE SPRINGS,34001,10345,113,79.7,1316,13614020,17081581,12980,1993,2
ADELAIDE,ALICE SPRINGS,34029,12035,124,82.8,1316,15838060,19128092,14535,1993,3
ADELAIDE,ALICE SPRINGS,34060,13016,125,88.8,1316,17129056,19289477,14658,1993,4
ADELAIDE,ALICE SPRINGS,34090,12141,128,78.3,1316,15977556,20405563,15506,1993,5
ADELAIDE,ALICE SPRINGS,34121,12506,124,83.9,1316,16457896,19616086,14906,1993,6
ADELAIDE,ALICE SPRINGS,34151,14280,130,90.7,1316,18792480,20719383,15744,1993,7
ADELAIDE,ALICE SPRINGS,34182,13697,129,87.6,1316,18025252,20576772,15636,1993,8
ADELAIDE,ALICE SPRINGS,34213,13052,124,88.1,1316,17176432,19496518,14815,1993,9
ADELAIDE,ALICE SPRINGS,34243,13805,127,87.3,1316,18167380,20810286,15813,1993,10
ADELAIDE,ALICE SPRINGS,34274,12985,120,86,1316,17088260,19870070,15099,1993,11
ADELAIDE,ALICE SPRINGS,34304,13022,125,83.4,1316,17136952,20547904,15614,1993,12
ADELAIDE,ALICE SPRINGS,34335,12863,124,82.1,1316,16927708,20618402,15667,1994,1
ADELAIDE,ALICE SPRINGS,34366,11407,112,82.7,1316,15011612,18151889,13793,1994,2
ADELAIDE,ALICE SPRINGS,34394,13715,128,86.2,1316,18048940,20938445,15911,1994,3
ADELAIDE,ALICE SPRINGS,34425,12890,124,84.4,1316,16963240,20098626,15273,1994,4
ADELAIDE,ALICE SPRINGS,34455,12107,128,77.2,1316,15932812,20638358,15683,1994,5
ADELAIDE,ALICE SPRINGS,34486,13110,124,85.2,1316,17252760,20249718,15387,1994,6
ADELAIDE,BRISBANE,30682,3781,32,89.8,1622,6132782,6829379,4210,1984,1
ADELAIDE,BRISBANE,30713,2302,31,64.2,1622,3733844,5815956,3586,1984,2
ADELAIDE,BRISBANE,30742,2731,38,62.3,1622,4429682,7110244,4384,1984,3
ADELAIDE,BRISBANE,30773,3198,36,72.8,1622,5187156,7125214,4393,1984,4
ADELAIDE,BRISBANE,30803,3378,34,76.6,1622,5479116,7152893,4410,1984,5
ADELAIDE,BRISBANE,30834,2820,38,60.8,1622,4574040,7523092,4638,1984,6
ADELAIDE,BRISBANE,30864,3183,40,65.2,1622,5162826,7918445,4882,1984,7
ADELAIDE,BRISBANE,30895,3662,39,75.6,1622,5939764,7856831,4844,1984,8
ADELAIDE,BRISBANE,30926,3897,39,74.3,1622,6320934,8507314,5245,1984,9
ADELAIDE,BRISBANE,30956,3192,39,69.8,1622,5177424,7417513,4573,1984,10
ADELAIDE,BRISBANE,30987,2531,34,62.2,1622,4105282,6600132,4069,1984,11
ADELAIDE,BRISBANE,31017,3737,35,87.6,1622,6061414,6919422,4266,1984,12
ADELAIDE,BRISBANE,31048,4025,31,99.2,1622,6528550,6581200,4057,1985,1
ADELAIDE,BRISBANE,31079,2045,33,54.5,1622,3316990,6086220,3752,1985,2
ADELAIDE,BRISBANE,31107,2701,38,56.5,1622,4381022,7754021,4781,1985,3
ADELAIDE,BRISBANE,31138,2257,29,65.3,1622,3660854,5606208,3456,1985,4
ADELAIDE,BRISBANE,31168,3009,33,74,1622,4880598,6595403,4066,1985,5
ADELAIDE,BRISBANE,31199,2706,33,69.2,1622,4389132,6342676,3910,1985,6
ADELAIDE,BRISBANE,31229,3491,41,68.4,1622,5662402,8278365,5104,1985,7
ADELAIDE,BRISBANE,31260,4074,45,75.8,1622,6608028,8717715,5375,1985,8
ADELAIDE,BRISBANE,31291,4018,41,81.8,1622,6517196,7967232,4912,1985,9
ADELAIDE,BRISBANE,31321,3462,40,73.1,1622,5615364,7681756,4736,1985,10
ADELAIDE,BRISBANE,31352,3741,47,70,1622,6067902,8668431,5344,1985,11
ADELAIDE,BRISBANE,31382,3888,40,81.1,1622,6306336,7776000,4794,1985,12
ADELAIDE,BRISBANE,31413,4997,42,96.5,1622,8105134,8399103,5178,1986,1
ADELAIDE,BRISBANE,31444,2462,33,63.7,1622,3993364,6269017,3865,1986,2
ADELAIDE,BRISBANE,31472,3692,43,78.5,1622,5988424,7628566,4703,1986,3
ADELAIDE,BRISBANE,31503,3776,44,75.7,1622,6124672,8090716,4988,1986,4
ADELAIDE,BRISBANE,31533,4313,49,77.6,1622,6995686,9015059,5558,1986,5
ADELAIDE,BRISBANE,31564,3335,41,71.9,1622,5409370,7523463,4638,1986,6
ADELAIDE,BRISBANE,31594,3136,41,65.8,1622,5086592,7730383,4766,1986,7
ADELAIDE,BRISBANE,31625,4982,52,84.7,1622,8080804,9540501,5882,1986,8
ADELAIDE,BRISBANE,31656,4397,49,78.5,1622,7131934,9085266,5601,1986,9
ADELAIDE,BRISBANE,31686,4441,50,75.9,1622,7203302,9490516,5851,1986,10
ADELAIDE,BRISBANE,31717,3727,48,68.2,1622,6045194,8863921,5465,1986,11
ADELAIDE,BRISBANE,31747,4951,50,79.7,1622,8030522,10075937,6212,1986,12
ADELAIDE,BRISBANE,31778,5332,52,85.3,1622,8648504,10138926,6251,1987,1
ADELAIDE,BRISBANE,31809,3213,45,60.3,1622,5211486,8642597,5328,1987,2
ADELAIDE,BRISBANE,31837,4067,57,62.4,1622,6596674,10571593,6518,1987,3
ADELAIDE,BRISBANE,31868,4912,57,76,1622,7967264,10483242,6463,1987,4
ADELAIDE,BRISBANE,31898,4322,58,67.2,1622,7010284,10431970,6432,1987,5
ADELAIDE,BRISBANE,31929,3859,53,66.5,1622,6259298,9412478,5803,1987,6
ADELAIDE,BRISBANE,31959,5949,68,74.9,1622,9649278,12882881,7943,1987,7
ADELAIDE,BRISBANE,31990,5607,71,71.3,1622,9094554,12755335,7864,1987,8
ADELAIDE,BRISBANE,32021,6085,70,77.6,1622,9869870,12718905,7841,1987,9
ADELAIDE,BRISBANE,32051,6102,70,76.8,1622,9897444,12887297,7945,1987,10
ADELAIDE,BRISBANE,32082,6040,77,66.9,1622,9796880,14644066,9028,1987,11
ADELAIDE,BRISBANE,32112,6247,67,78.4,1622,10132634,12924278,7968,1987,12
ADELAIDE,BRISBANE,32143,6580,62,91,1622,10672760,11728308,7231,1988,1
ADELAIDE,BRISBANE,32174,4326,58,64.3,1622,7016772,10912554,6728,1988,2
ADELAIDE,BRISBANE,32203,5040,65,69.6,1622,8174880,11745517,7241,1988,3
