City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
ADELAIDE,ALICE SPRINGS,41699,0,0,0,1316,0,0,0,2014,3
ADELAIDE,ALICE SPRINGS,41730,0,0,0,1316,0,0,0,2014,4
ADELAIDE,ALICE SPRINGS,41760,0,0,0,1316,0,0,0,2014,5
ADELAIDE,ALICE SPRINGS,41791,0,0,0,1316,0,0,0,2014,6
ADELAIDE,ALICE SPRINGS,41821,0,0,0,1316,0,0,0,2014,7
ADELAIDE,ALICE SPRINGS,41852,0,0,0,1316,0,0,0,2014,8
ADELAIDE,ALICE SPRINGS,41883,0,0,0,1316,0,0,0,2014,9
ADELAIDE,ALICE SPRINGS,41913,0,0,0,1316,0,0,0,2014,10
ADELAIDE,ALICE SPRINGS,41944,0,0,0,1316,0,0,0,2014,11
ADELAIDE,ALICE SPRINGS,41974,0,0,0,1316,0,0,0,2014,12
ADELAIDE,ALICE SPRINGS,42005,0,0,0,1316,0,0,0,2015,1
ADELAIDE,ALICE SPRINGS,42036,0,0,0,1316,0,0,0,2015,2
ADELAIDE,ALICE SPRINGS,42064,0,0,0,1316,0,0,0,2015,3
ADELAIDE,ALICE SPRINGS,42095,10714,98,70.6,1316,14099624,20042680,15230,2015,4
ADELAIDE,ALICE SPRINGS,42125,8526,96,57.1,1316,11220216,19643932,14927,2015,5
ADELAIDE,ALICE SPRINGS,42156,9846,94,67.5,1316,12957336,19184648,14578,2015,6
ADELAIDE,ALICE SPRINGS,42186,12480,98,81.7,1316,16423680,20100584,15274,2015,7
ADELAIDE,ALICE SPRINGS,42217,10932,96,73.2,1316,14386512,19661040,14940,2015,8
ADELAIDE,ALICE SPRINGS,42248,10511,93,72.9,1316,13832476,18974088,14418,2015,9
ADELAIDE,ALICE SPRINGS,42278,11038,96,73.8,1316,14526008,19692624,14964,2015,10
ADELAIDE,ALICE SPRINGS,42309,10367,94,70.9,1316,13642972,19232024,14614,2015,11
ADELAIDE,ALICE SPRINGS,42339,9266,98,60.4,1316,12194056,20172964,15329,2015,12
ADELAIDE,ALICE SPRINGS,42370,8308,94,56.7,1316,10933328,19297824,14664,2016,1
ADELAIDE,ALICE SPRINGS,42401,8109,92,56.5,1316,10671444,18871440,14340,2016,2
ADELAIDE,ALICE SPRINGS,42430,10221,98,66.5,1316,13450836,20219024,15364,2016,3
ADELAIDE,ALICE SPRINGS,42461,9500,92,65.9,1316,12502000,18958296,14406,2016,4
ADELAIDE,ALICE SPRINGS,42491,9751,97,63.5,1316,12832316,20208496,15356,2016,5
ADELAIDE,BRISBANE,38169,42862,311,89.2,1622,69522164,77907904,48032,2004,7
ADELAIDE,BRISBANE,38200,41883,310,86.2,1622,67934226,78778918,48569,2004,8
ADELAIDE,BRISBANE,38231,42554,303,88.1,1622,69022588,78368552,48316,2004,9
ADELAIDE,BRISBANE,38261,45574,311,91.6,1622,73921028,80743160,49780,2004,10
ADELAIDE,BRISBANE,38292,40367,311,83,1622,65475274,78898946,48643,2004,11
ADELAIDE,BRISBANE,38322,44609,368,78.3,1622,72355798,92429670,56985,2004,12
ADELAIDE,BRISBANE,38353,45487,372,78.6,1622,73779914,93921910,57905,2005,1
ADELAIDE,BRISBANE,38384,37982,336,72.8,1622,61606804,84648936,52188,2005,2
ADELAIDE,BRISBANE,38412,44453,367,79.4,1622,72102766,90771986,55963,2005,3
ADELAIDE,BRISBANE,38443,44480,360,79.1,1622,72146560,91256964,56262,2005,4
ADELAIDE,BRISBANE,38473,42103,372,72.7,1622,68291066,93981924,57942,2005,5
ADELAIDE,BRISBANE,38504,37449,315,75.5,1622,60742278,80459310,49605,2005,6
ADELAIDE,BRISBANE,38534,44567,361,77.6,1622,72287674,93119020,57410,2005,7
ADELAIDE,BRISBANE,38565,46863,424,70.7,1622,76011786,107515892,66286,2005,8
ADELAIDE,BRISBANE,38596,46503,412,71.8,1622,75427866,105076404,64782,2005,9
ADELAIDE,BRISBANE,38626,52255,422,78.5,1622,84757610,107952210,66555,2005,10
ADELAIDE,BRISBANE,38657,46277,394,74.4,1622,75061294,100904620,62210,2005,11
ADELAIDE,BRISBANE,38687,48701,422,72.5,1622,78993022,108928654,67157,2005,12
ADELAIDE,BRISBANE,38718,48987,415,74.8,1622,79456914,106276684,65522,2006,1
ADELAIDE,BRISBANE,38749,41602,392,66.3,1622,67478444,101851868,62794,2006,2
ADELAIDE,BRISBANE,38777,50399,434,71.9,1622,81747178,113651918,70069,2006,3
ADELAIDE,BRISBANE,38808,51948,423,75,1622,84259656,112409466,69303,2006,4
ADELAIDE,BRISBANE,38838,47683,434,66.9,1622,77341826,115638868,71294,2006,5
ADELAIDE,BRISBANE,38869,46500,417,68.7,1622,75423000,109768850,67675,2006,6
ADELAIDE,BRISBANE,38899,54802,423,78.8,1622,88888844,112764684,69522,2006,7
ADELAIDE,BRISBANE,38930,50134,427,70.7,1622,81317348,115080900,70950,2006,8
ADELAIDE,BRISBANE,38961,53014,408,78.4,1622,85988708,109674774,67617,2006,9
ADELAIDE,BRISBANE,38991,59965,427,85,1622,97263230,114373708,70514,2006,10
ADELAIDE,BRISBANE,39022,54797,414,82.2,1622,88880734,108078726,66633,2006,11
ADELAIDE,BRISBANE,39052,55300,426,80.8,1622,89696600,111055096,68468,2006,12
ADELAIDE,BRISBANE,39083,56387,430,81,1622,91459714,112873358,69589,2007,1
ADELAIDE,BRISBANE,39114,46621,382,75.7,1622,75619262,99851942,61561,2007,2
ADELAIDE,BRISBANE,39142,54628,422,80,1622,88606616,110790710,68305,2007,3
ADELAIDE,BRISBANE,39173,55725,412,82.3,1622,90385950,109778582,67681,2007,4
ADELAIDE,BRISBANE,39203,52395,423,75.2,1622,84984690,113029070,69685,2007,5
ADELAIDE,BRISBANE,39234,49826,403,75.1,1622,80817772,107631054,66357,2007,6
ADELAIDE,BRISBANE,39264,56482,419,81.8,1622,91613804,111994234,69047,2007,7
ADELAIDE,BRISBANE,39295,54284,425,77.3,1622,88048648,113878998,70209,2007,8
ADELAIDE,BRISBANE,39326,55276,412,83.2,1622,89657672,107697556,66398,2007,9
ADELAIDE,BRISBANE,39356,62314,427,89,1622,101073308,113577306,70023,2007,10
ADELAIDE,BRISBANE,39387,55064,409,82,1622,89313808,108983802,67191,2007,11
ADELAIDE,BRISBANE,39417,59230,468,81.3,1622,96071060,118131882,72831,2007,12
ADELAIDE,BRISBANE,39448,61984,479,84.6,1622,100538048,118779060,73230,2008,1
ADELAIDE,BRISBANE,39479,50310,396,79.2,1622,81602820,103042416,63528,2008,2
ADELAIDE,BRISBANE,39508,56135,421,83.9,1622,91050970,108549106,66923,2008,3
ADELAIDE,BRISBANE,39539,54077,412,83.8,1622,87712894,104722808,64564,2008,4
ADELAIDE,BRISBANE,39569,51396,431,76.4,1622,83364312,109084366,67253,2008,5
ADELAIDE,BRISBANE,39600,47551,402,76.7,1622,77127722,100541292,61986,2008,6
ADELAIDE,BRISBANE,39630,54041,412,89.5,1622,87654502,97947714,60387,2008,7
ADELAIDE,BRISBANE,39661,54698,433,86.1,1622,88720156,103026196,63518,2008,8
ADELAIDE,BRISBANE,39692,56561,465,86,1622,91741942,106708136,65788,2008,9
ADELAIDE,BRISBANE,39722,60379,474,90.6,1622,97934738,108125764,66662,2008,10
ADELAIDE,BRISBANE,39753,55302,460,85.3,1622,89699844,105155882,64831,2008,11
ADELAIDE,BRISBANE,39783,57865,488,83.2,1622,93857030,112826320,69560,2008,12
ADELAIDE,BRISBANE,39814,59990,484,87,1622,97303780,111840144,68952,2009,1
ADELAIDE,BRISBANE,39845,48816,425,78.1,1622,79179552,101371756,62498,2009,2
ADELAIDE,BRISBANE,39873,55419,465,83.3,1622,89889618,107854890,66495,2009,3
ADELAIDE,BRISBANE,39904,53005,447,81.9,1622,85974110,104962864,64712,2009,4
ADELAIDE,BRISBANE,39934,49503,417,80.9,1622,80293866,99232338,61179,2009,5
ADELAIDE,BRISBANE,39965,47149,410,78.5,1622,76475678,97368660,60030,2009,6
ADELAIDE,BRISBANE,39995,54287,427,84.9,1622,88053514,103717168,63944,2009,7
ADELAIDE,BRISBANE,40026,53380,428,83.7,1622,86582360,103402500,63750,2009,8
ADELAIDE,BRISBANE,40057,53676,408,88.3,1622,87062472,98622466,60803,2009,9
ADELAIDE,BRISBANE,40087,57100,433,89.8,1622,92616200,103183530,63615,2009,10
ADELAIDE,BRISBANE,40118,51716,410,86.6,1622,83883352,96818802,59691,2009,11
ADELAIDE,BRISBANE,40148,52947,435,82.8,1622,85880034,103699326,63933,2009,12
ADELAIDE,BRISBANE,40179,53393,436,83.4,1622,86603446,103798268,63994,2010,1
ADELAIDE,BRISBANE,40210,46096,381,83.2,1622,74767712,89827982,55381,2010,2
ADELAIDE,BRISBANE,40238,57435,453,84.9,1622,93159570,109781826,67683,2010,3
ADELAIDE,BRISBANE,40269,63600,507,81.9,1622,103159200,125910994,77627,2010,4
ADELAIDE,BRISBANE,40299,57905,508,75.4,1622,93921910,124529050,76775,2010,5
ADELAIDE,BRISBANE,40330,56127,489,75.1,1622,91037994,121294782,74781,2010,6
ADELAIDE,BRISBANE,40360,66121,522,82.3,1622,107248262,130274174,80317,2010,7
ADELAIDE,BRISBANE,40391,61318,494,81.6,1622,99457796,121922496,75168,2010,8
ADELAIDE,BRISBANE,40422,64885,501,83.7,1622,105243470,125786100,77550,2010,9
ADELAIDE,BRISBANE,40452,67870,517,86.2,1622,110085140,127742232,78756,2010,10
ADELAIDE,BRISBANE,40483,61123,468,82.2,1622,99141506,120602188,74354,2010,11
ADELAIDE,BRISBANE,40513,61225,470,84.5,1622,99306950,117466862,72421,2010,12
ADELAIDE,BRISBANE,40544,54931,451,78.5,1622,89098082,113572440,70020,2011,1
ADELAIDE,BRISBANE,40575,49535,407,79.5,1622,80345770,101047356,62298,2011,2
ADELAIDE,BRISBANE,40603,59100,460,83.7,1622,95860200,114500224,70592,2011,3
ADELAIDE,BRISBANE,40634,56495,439,85.3,1622,91634890,107433170,66235,2011,4
ADELAIDE,BRISBANE,40664,56508,449,82.9,1622,91655976,110497128,68124,2011,5
ADELAIDE,BRISBANE,40695,49048,397,81.8,1622,79555856,97274584,59972,2011,6
ADELAIDE,BRISBANE,40725,58834,457,84.9,1622,95428748,112339720,69260,2011,7
ADELAIDE,BRISBANE,40756,58245,468,83.3,1622,94473390,113382666,69903,2011,8
ADELAIDE,BRISBANE,40787,57568,451,85,1622,93375296,109799668,67694,2011,9
ADELAIDE,BRISBANE,40817,62446,450,89,1622,101287412,113809252,70166,2011,10
ADELAIDE,BRISBANE,40848,59191,448,85.7,1622,96007802,112025052,69066,2011,11
ADELAIDE,BRISBANE,40878,57926,465,81.4,1622,93955972,115376104,71132,2011,12
ADELAIDE,BRISBANE,40909,59214,455,82.4,1622,96045108,116553676,71858,2012,1
ADELAIDE,BRISBANE,40940,51219,427,77.2,1622,83077218,107549954,66307,2012,2
ADELAIDE,BRISBANE,40969,59427,492,78.8,1622,96390594,122306910,75405,2012,3
ADELAIDE,BRISBANE,41000,57246,449,81.9,1622,92853012,113325896,69868,2012,4
ADELAIDE,BRISBANE,41030,57818,447,81.1,1622,93780796,115690772,71326,2012,5
ADELAIDE,BRISBANE,41061,54463,431,79.9,1622,88338986,110558764,68162,2012,6
ADELAIDE,BRISBANE,41091,63257,530,77.8,1622,102602854,131842648,81284,2012,7
ADELAIDE,BRISBANE,41122,62679,531,76.2,1622,101665338,133480868,82294,2012,8
ADELAIDE,BRISBANE,41153,65183,507,82.9,1622,105726826,127539482,78631,2012,9
ADELAIDE,BRISBANE,41183,68760,517,84,1622,111528720,132752590,81845,2012,10
ADELAIDE,BRISBANE,41214,65115,501,80.6,1622,105616530,130991098,80759,2012,11
ADELAIDE,BRISBANE,41244,64782,515,78.6,1622,105076404,133753364,82462,2012,12
ADELAIDE,BRISBANE,41275,61302,515,73.9,1622,99431844,134484886,82913,2013,1
ADELAIDE,BRISBANE,41306,51793,447,72,1622,84008246,116698034,71947,2013,2
ADELAIDE,BRISBANE,41334,61967,510,76.3,1622,100510474,131792366,81253,2013,3
ADELAIDE,BRISBANE,41365,63722,497,80.3,1622,103357084,128715432,79356,2013,4
ADELAIDE,BRISBANE,41395,58394,493,74.6,1622,94715068,126949074,78267,2013,5
ADELAIDE,BRISBANE,41426,56800,470,75.9,1622,92129600,121315868,74794,2013,6
ADELAIDE,BRISBANE,41456,66650,509,80.1,1622,108106300,134893630,83165,2013,7
ADELAIDE,BRISBANE,41487,60517,486,76.2,1622,98158574,128781934,79397,2013,8
ADELAIDE,BRISBANE,41518,63253,476,81.2,1622,102596366,126347312,77896,2013,9
ADELAIDE,BRISBANE,41548,71828,510,87.1,1622,116505016,133729034,82447,2013,10
ADELAIDE,BRISBANE,41579,63932,490,81,1622,103697704,127956336,78888,2013,11
ADELAIDE,BRISBANE,41609,67331,502,83.6,1622,109210882,130611550,80525,2013,12
ADELAIDE,BRISBANE,41640,64448,513,77.5,1622,104534656,134870922,83151,2014,1
ADELAIDE,BRISBANE,41671,54628,450,75.5,1622,88606616,117303040,72320,2014,2
ADELAIDE,BRISBANE,41699,64806,535,75.6,1622,105115332,139073524,85742,2014,3
ADELAIDE,BRISBANE,41730,65653,546,77.1,1622,106489166,138087348,85134,2014,4
ADELAIDE,BRISBANE,41760,61055,532,74.4,1622,99031210,133158090,82095,2014,5
ADELAIDE,BRISBANE,41791,57839,512,73,1622,93814858,128598648,79284,2014,6
ADELAIDE,BRISBANE,41821,67506,548,78.8,1622,109494732,138867530,85615,2014,7
ADELAIDE,BRISBANE,41852,63663,541,74.5,1622,103261386,138556106,85423,2014,8
ADELAIDE,BRISBANE,41883,64779,539,76.1,1622,105071538,138067884,85122,2014,9
ADELAIDE,BRISBANE,41913,76658,566,85.1,1622,124339276,146155176,90108,2014,10
ADELAIDE,BRISBANE,41944,64679,526,77.2,1622,104909338,135964150,83825,2014,11
ADELAIDE,BRISBANE,41974,70936,558,79.9,1622,115058192,144087126,88833,2014,12
ADELAIDE,BRISBANE,42005,66186,551,75.6,1622,107353692,142058004,87582,2015,1
ADELAIDE,BRISBANE,42036,54442,497,69,1622,88304924,127914164,78862,2015,2
ADELAIDE,BRISBANE,42064,66110,561,74.3,1622,107230420,144401794,89027,2015,3
ADELAIDE,BRISBANE,42095,67744,540,79.4,1622,109880768,138307940,85270,2015,4
ADELAIDE,BRISBANE,42125,62590,531,75.4,1622,101520980,134619512,82996,2015,5
ADELAIDE,BRISBANE,42156,57223,522,70,1622,92815706,132583902,81741,2015,6
ADELAIDE,BRISBANE,42186,71073,570,78.7,1622,115280406,146404964,90262,2015,7
ADELAIDE,BRISBANE,42217,64036,555,73,1622,103866392,142255888,87704,2015,8
ADELAIDE,BRISBANE,42248,64993,541,76.2,1622,105418646,138280366,85253,2015,9
ADELAIDE,BRISBANE,42278,74577,565,82.6,1622,120963894,146370902,90241,2015,10
ADELAIDE,BRISBANE,42309,70470,586,74.4,1622,114302340,153582314,94687,2015,11
ADELAIDE,BRISBANE,42339,73366,603,76.4,1622,118999652,155793100,96050,2015,12
ADELAIDE,BRISBANE,42370,69280,588,73.1,1622,112372160,153751002,94791,2016,1
ADELAIDE,BRISBANE,42401,59094,561,65.8,1622,95850468,145686418,89819,2016,2
ADELAIDE,BRISBANE,42430,71282,591,74.9,1622,115619404,154461438,95229,2016,3
ADELAIDE,BRISBANE,42461,70036,555,76.7,1622,113598392,148127528,91324,2016,4
ADELAIDE,BRISBANE,42491,64522,530,74.8,1622,104654684,139944538,86279,2016,5
ADELAIDE,CANBERRA,38169,14662,151,67.9,972,14251464,20987424,21592,2004,7
ADELAIDE,CANBERRA,38200,15456,157,69.3,972,15023232,21674628,22299,2004,8
ADELAIDE,CANBERRA,38231,15460,152,71.8,972,15027120,20927160,21530,2004,9
ADELAIDE,CANBERRA,38261,16053,152,73.8,972,15603516,21137112,21746,2004,10
ADELAIDE,CANBERRA,38292,16549,161,72.7,972,16085628,22131468,22769,2004,11
ADELAIDE,CANBERRA,38322,14498,160,70.4,972,14092056,20030004,20607,2004,12
ADELAIDE,CANBERRA,38353,12212,133,69.4,972,11870064,17108172,17601,2005,1
ADELAIDE,CANBERRA,38384,14121,149,66.7,972,13725612,20590848,21184,2005,2
ADELAIDE,CANBERRA,38412,17183,167,72.6,972,16701876,23018904,23682,2005,3
ADELAIDE,CANBERRA,38443,16730,157,73.7,972,16261560,22073148,22709,2005,4
ADELAIDE,CANBERRA,38473,16327,163,69.2,972,15869844,22922676,23583,2005,5
ADELAIDE,CANBERRA,38504,15368,159,67.3,972,14937696,22200480,22840,2005,6
ADELAIDE,CANBERRA,38534,16281,162,69.9,972,15825132,22638852,23291,2005,7
ADELAIDE,CANBERRA,38565,16262,166,67.7,972,15806664,23335776,24008,2005,8
ADELAIDE,CANBERRA,38596,16843,160,73.8,972,16371396,22181040,22820,2005,9
ADELAIDE,CANBERRA,38626,18126,162,78.6,972,17618472,22426956,23073,2005,10
ADELAIDE,CANBERRA,38657,17112,162,75,972,16632864,22182012,22821,2005,11
ADELAIDE,CANBERRA,38687,15079,154,74.5,972,14656788,19684944,20252,2005,12
ADELAIDE,CANBERRA,38718,12933,121,73.2,972,12570876,17183016,17678,2006,1
ADELAIDE,CANBERRA,38749,14342,140,71.9,972,13940424,19399176,19958,2006,2
ADELAIDE,CANBERRA,38777,19025,172,78,972,18492300,23697360,24380,2006,3
ADELAIDE,CANBERRA,38808,18536,178,77.2,972,18016992,23343552,24016,2006,4
ADELAIDE,CANBERRA,38838,17558,187,73.6,972,17066376,23179284,23847,2006,5
ADELAIDE,CANBERRA,38869,17030,168,72.2,972,16553160,22928508,23589,2006,6
ADELAIDE,CANBERRA,38899,17035,163,72.8,972,16558020,22746744,23402,2006,7
ADELAIDE,CANBERRA,38930,17542,166,72.7,972,17050824,23445612,24121,2006,8
ADELAIDE,CANBERRA,38961,17473,157,77.1,972,16983756,22041072,22676,2006,9
ADELAIDE,CANBERRA,38991,17598,165,72.9,972,17105256,23454360,24130,2006,10
ADELAIDE,CANBERRA,39022,18210,160,77.1,972,17700120,22943088,23604,2006,11
ADELAIDE,CANBERRA,39052,15691,139,75.4,972,15251652,20223432,20806,2006,12
ADELAIDE,CANBERRA,39083,13547,132,73,972,13167684,18025740,18545,2007,1
ADELAIDE,CANBERRA,39114,15309,148,68.6,972,14880348,21692124,22317,2007,2
ADELAIDE,CANBERRA,39142,18522,163,76,972,18003384,23700276,24383,2007,3
ADELAIDE,CANBERRA,39173,17875,158,75.3,972,17374500,23060700,23725,2007,4
ADELAIDE,CANBERRA,39203,17408,164,71.3,972,16920576,23722632,24406,2007,5
ADELAIDE,CANBERRA,39234,15295,151,68,972,14866740,21865140,22495,2007,6
ADELAIDE,CANBERRA,39264,17595,154,76.2,972,17102340,22434732,23081,2007,7
ADELAIDE,CANBERRA,39295,18118,166,71,972,17610696,24810300,25525,2007,8
ADELAIDE,CANBERRA,39326,17207,157,72,972,16725204,23231772,23901,2007,9
ADELAIDE,CANBERRA,39356,19857,167,76.6,972,19301004,25202016,25928,2007,10
ADELAIDE,CANBERRA,39387,18138,160,75.5,972,17630136,23341608,24014,2007,11
ADELAIDE,CANBERRA,39417,16194,146,77.7,972,15740568,20248704,20832,2007,12
ADELAIDE,CANBERRA,39448,14847,132,79.7,972,14431284,18108360,18630,2008,1
ADELAIDE,CANBERRA,39479,16792,156,72.2,972,16321824,22606776,23258,2008,2
ADELAIDE,CANBERRA,39508,19050,163,77.2,972,18516600,23980212,24671,2008,3
ADELAIDE,CANBERRA,39539,17820,161,74.7,972,17321040,23180256,23848,2008,4
ADELAIDE,CANBERRA,39569,15890,160,67.4,972,15445080,22917816,23578,2008,5
ADELAIDE,CANBERRA,39600,15021,156,65.1,972,14600412,22416264,23062,2008,6
ADELAIDE,CANBERRA,39630,16132,166,66.7,972,15680304,23521428,24199,2008,7
ADELAIDE,CANBERRA,39661,15038,159,66.7,972,14616936,21930264,22562,2008,8
ADELAIDE,CANBERRA,39692,15458,160,73.6,972,15025176,20415888,21004,2008,9
ADELAIDE,CANBERRA,39722,15708,166,69.1,972,15268176,22088700,22725,2008,10
ADELAIDE,CANBERRA,39753,15575,156,72.9,972,15138900,20763864,21362,2008,11
ADELAIDE,CANBERRA,39783,15307,149,75,972,14878404,19830744,20402,2008,12
ADELAIDE,CANBERRA,39814,12808,137,68.2,972,12449376,18261936,18788,2009,1
ADELAIDE,CANBERRA,39845,13331,148,69.5,972,12957732,18647820,19185,2009,2
ADELAIDE,CANBERRA,39873,17578,171,77.6,972,17085816,22023576,22658,2009,3
ADELAIDE,CANBERRA,39904,20196,194,74,972,19630512,26541432,27306,2009,4
ADELAIDE,CANBERRA,39934,18681,194,69.7,972,18157932,26034048,26784,2009,5
ADELAIDE,CANBERRA,39965,18396,193,69.4,972,17880912,25779384,26522,2009,6
ADELAIDE,CANBERRA,39995,20147,203,72,972,19582884,27203364,27987,2009,7
ADELAIDE,CANBERRA,40026,19537,199,69.2,972,18989964,27429840,28220,2009,8
ADELAIDE,CANBERRA,40057,20604,195,75.7,972,20027088,26466588,27229,2009,9
ADELAIDE,CANBERRA,40087,17616,170,78.1,972,17122752,21925404,22557,2009,10
ADELAIDE,CANBERRA,40118,18165,183,73,972,17656380,24194052,24891,2009,11
ADELAIDE,CANBERRA,40148,18301,186,71.3,972,17788572,24952212,25671,2009,12
ADELAIDE,CANBERRA,40179,13560,143,73.2,972,13180320,18004356,18523,2010,1
ADELAIDE,CANBERRA,40210,15124,149,75.5,972,14700528,19469160,20030,2010,2
ADELAIDE,CANBERRA,40238,18552,164,85.6,972,18032544,21072960,21680,2010,3
ADELAIDE,CANBERRA,40269,17316,160,80.8,972,16831152,20829960,21430,2010,4
ADELAIDE,CANBERRA,40299,15377,161,71.7,972,14946444,20842596,21443,2010,5
ADELAIDE,CANBERRA,40330,15642,160,70.5,972,15204024,21553128,22174,2010,6
ADELAIDE,CANBERRA,40360,15979,162,73.3,972,15531588,21189600,21800,2010,7
ADELAIDE,CANBERRA,40391,15221,164,68.4,972,14794812,21615336,22238,2010,8
ADELAIDE,CANBERRA,40422,16495,160,75.5,972,16033140,21245004,21857,2010,9
ADELAIDE,CANBERRA,40452,16942,161,76.7,972,16467624,21478284,22097,2010,10
ADELAIDE,CANBERRA,40483,16697,161,74.7,972,16229484,21736836,22363,2010,11
ADELAIDE,CANBERRA,40513,15835,154,76.5,972,15391620,20109708,20689,2010,12
ADELAIDE,CANBERRA,40544,12700,131,71.5,972,12344400,17258832,17756,2011,1
ADELAIDE,CANBERRA,40575,14275,146,71.3,972,13875300,19474020,20035,2011,2
ADELAIDE,CANBERRA,40603,17687,166,77.3,972,17191764,22251996,22893,2011,3
ADELAIDE,CANBERRA,40634,15135,147,77,972,14711220,19102716,19653,2011,4
ADELAIDE,CANBERRA,40664,15296,157,74.3,972,14867712,20007648,20584,2011,5
ADELAIDE,CANBERRA,40695,13802,141,74.9,972,13415544,17914932,18431,2011,6
ADELAIDE,CANBERRA,40725,15816,161,75.3,972,15373152,20412000,21000,2011,7
ADELAIDE,CANBERRA,40756,16040,167,72.8,972,15590880,21425796,22043,2011,8
ADELAIDE,CANBERRA,40787,16570,159,78.4,972,16106040,20530584,21122,2011,9
ADELAIDE,CANBERRA,40817,16304,157,78.4,972,15847488,20201076,20783,2011,10
ADELAIDE,CANBERRA,40848,16602,161,75.8,972,16137144,21302352,21916,2011,11
ADELAIDE,CANBERRA,40878,15181,151,74.1,972,14755932,19909476,20483,2011,12
ADELAIDE,CANBERRA,40909,12137,126,73.1,972,11797164,16135200,16600,2012,1
ADELAIDE,CANBERRA,40940,13607,154,64.4,972,13226004,20536416,21128,2012,2
ADELAIDE,CANBERRA,40969,16906,163,74.9,972,16432632,21930264,22562,2012,3
ADELAIDE,CANBERRA,41000,14957,155,71.1,972,14538204,20450880,21040,2012,4
ADELAIDE,CANBERRA,41030,14710,155,69.5,972,14298120,20583072,21176,2012,5
ADELAIDE,CANBERRA,41061,13539,145,68.9,972,13159908,19111464,19662,2012,6
ADELAIDE,CANBERRA,41091,13702,157,64.7,972,13318344,20584044,21177,2012,7
ADELAIDE,CANBERRA,41122,13346,154,64.8,972,12972312,20017368,20594,2012,8
ADELAIDE,CANBERRA,41153,14291,145,73.8,972,13890852,18814032,19356,2012,9
ADELAIDE,CANBERRA,41183,15302,162,70.1,972,14873544,21214872,21826,2012,10
ADELAIDE,CANBERRA,41214,17144,194,71.3,972,16663968,23364936,24038,2012,11
ADELAIDE,CANBERRA,41244,15306,178,69.4,972,14877432,21422880,22040,2012,12
ADELAIDE,CANBERRA,41275,11424,154,64.6,972,11104128,17186904,17682,2013,1
ADELAIDE,CANBERRA,41306,13960,178,63.9,972,13569120,21247920,21860,2013,2
ADELAIDE,CANBERRA,41334,17415,192,73.4,972,16927380,23058756,23723,2013,3
ADELAIDE,CANBERRA,41365,16096,185,70.7,972,15645312,22136328,22774,2013,4
ADELAIDE,CANBERRA,41395,15638,200,62.8,972,15200136,24195024,24892,2013,5
ADELAIDE,CANBERRA,41426,14599,181,65.2,972,14190228,21751416,22378,2013,6
ADELAIDE,CANBERRA,41456,14582,185,63.9,972,14173704,22179096,22818,2013,7
ADELAIDE,CANBERRA,41487,14956,192,62,972,14537232,23444640,24120,2013,8
ADELAIDE,CANBERRA,41518,14926,188,62.7,972,14508072,23121936,23788,2013,9
ADELAIDE,CANBERRA,41548,17111,192,69.9,972,16631892,23783868,24469,2013,10
ADELAIDE,CANBERRA,41579,16586,188,68.5,972,16121592,23541840,24220,2013,11
ADELAIDE,CANBERRA,41609,14891,178,68.1,972,14474052,21249864,21862,2013,12
ADELAIDE,CANBERRA,41640,11671,152,66.7,972,11344212,16995420,17485,2014,1
ADELAIDE,CANBERRA,41671,13251,166,63.4,972,12879972,20322576,20908,2014,2
ADELAIDE,CANBERRA,41699,16423,187,68.9,972,15963156,23160816,23828,2014,3
ADELAIDE,CANBERRA,41730,14980,178,66.9,972,14560560,21780576,22408,2014,4
ADELAIDE,CANBERRA,41760,14795,185,62,972,14380740,23201640,23870,2014,5
ADELAIDE,CANBERRA,41791,14557,181,63.8,972,14149404,22181040,22820,2014,6
ADELAIDE,CANBERRA,41821,13659,180,59.4,972,13276548,22340448,22984,2014,7
ADELAIDE,CANBERRA,41852,14411,180,61.3,972,14007492,22853664,23512,2014,8
ADELAIDE,CANBERRA,41883,15303,183,63.7,972,14874516,23349384,24022,2014,9
ADELAIDE,CANBERRA,41913,16937,186,69.2,972,16462764,23776092,24461,2014,10
ADELAIDE,CANBERRA,41944,15441,174,68.7,972,15008652,21858336,22488,2014,11
ADELAIDE,CANBERRA,41974,14836,168,70.1,972,14420592,20561688,21154,2014,12
ADELAIDE,CANBERRA,42005,10855,140,65.1,972,10551060,16216848,16684,2015,1
ADELAIDE,CANBERRA,42036,13672,168,62.6,972,13289184,21244032,21856,2015,2
ADELAIDE,CANBERRA,42064,16499,175,72.5,972,16037028,22129524,22767,2015,3
ADELAIDE,CANBERRA,42095,14251,139,72.5,972,13851972,19103688,19654,2015,4
ADELAIDE,CANBERRA,42125,13965,143,67.5,972,13573980,20104848,20684,2015,5
ADELAIDE,CANBERRA,42156,13849,146,66.3,972,13461228,20304108,20889,2015,6
ADELAIDE,CANBERRA,42186,14120,151,65,972,13724640,21121560,21730,2015,7
ADELAIDE,CANBERRA,42217,13941,147,65.8,972,13550652,20592792,21186,2015,8
ADELAIDE,CANBERRA,42248,14857,148,70,972,14441004,20629728,21224,2015,9
ADELAIDE,CANBERRA,42278,14803,148,69.2,972,14388516,20798856,21398,2015,10
ADELAIDE,CANBERRA,42309,15263,146,72.4,972,14835636,20501424,21092,2015,11
